numer_sta;date;pmer;tend;cod_tend;dd;vitesse_vent;temperature;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;;Nom;Latitude;Longitude;Altitude;Region
07015;20130113180000;101800.0;80.0;1.0;20.0;3.1;271.05;269.05;84.0;8000.0;1.0;7.0;1.0;0.0;nan;nan;nan;nan;nan;101200.0;nan;nan;nan;271.05;nan;273.05;nan;nan;nan;nan;nan;4.1;-10.0;11.0;0.0;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1104.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130113210000;101910.0;30.0;1.0;360.0;3.1;270.45;269.05;89.0;13000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100960.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130113210000;101870.0;70.0;1.0;10.0;4.1;270.35;268.05;82.0;8000.0;2.0;1.0;1.0;0.0;nan;nan;nan;nan;nan;101270.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;11.0;0.0;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130114000000;101860.0;-40.0;8.0;40.0;2.6;270.65;268.75;85.0;18000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100920.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130114000000;101810.0;-60.0;7.0;20.0;2.6;269.85;268.25;87.0;6000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;101210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;13.0;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130114030000;101860.0;-10.0;7.0;290.0;1.5;269.35;268.55;93.0;7000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100910.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.6;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130114030000;101790.0;-20.0;8.0;350.0;3.1;269.15;268.05;91.0;4000.0;10.0;nan;nan;0.0;nan;nan;nan;nan;nan;101190.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;11.0;0.0;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130114060000;101780.0;-80.0;5.0;220.0;1.5;269.75;268.95;93.0;6000.0;2.0;1.0;1.0;50.0;4.0;1250.0;35.0;20.0;12.0;100830.0;nan;nan;nan;269.05;nan;271.65;nan;268.15;nan;nan;nan;2.1;-10.0;4.0;0.0;nan;nan;0.0;0.0;nan;0.0;0.0;710.0;1102.0;nan;nan;2.0;6.0;990.0;3.0;0.0;6900.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130114060000;101710.0;-90.0;5.0;280.0;3.1;267.85;267.15;94.0;3500.0;10.0;nan;nan;50.0;0.0;8000.0;30.0;20.0;11.0;101100.0;nan;nan;nan;267.55;nan;271.15;nan;264.15;nan;nan;nan;3.1;-10.0;11.0;0.0;0.0;-60.0;0.0;0.0;nan;0.0;0.0;710.0;1103.0;3100.0;nan;4.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130114090000;101690.0;-80.0;6.0;160.0;2.6;270.75;269.95;93.0;4500.0;10.0;1.0;1.0;75.0;0.0;nan;30.0;20.0;12.0;100750.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;6.0;0.0;6900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130114090000;101660.0;-40.0;7.0;190.0;1.0;269.95;269.55;97.0;4500.0;10.0;1.0;1.0;60.0;2.0;3500.0;30.0;23.0;11.0;101060.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;11.0;0.0;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1102.0;3100.0;nan;2.0;3.0;2700.0;4.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130114120000;101480.0;-200.0;8.0;170.0;4.1;272.85;268.45;69.0;20000.0;2.0;1.0;1.0;90.0;7.0;1750.0;35.0;61.0;60.0;100550.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.7;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1108.0;3100.0;nan;7.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130114120000;101440.0;-210.0;8.0;220.0;4.1;272.85;268.75;71.0;12000.0;2.0;1.0;1.0;75.0;5.0;2250.0;30.0;23.0;11.0;100850.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;11.0;0.0;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1106.0;3100.0;nan;5.0;3.0;2400.0;5.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130114150000;101130.0;-350.0;6.0;160.0;5.7;273.25;269.65;77.0;20000.0;2.0;1.0;1.0;100.0;8.0;1250.0;35.0;61.0;60.0;100200.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1108.0;3100.0;nan;3.0;6.0;990.0;8.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130114150000;101210.0;-230.0;6.0;190.0;5.1;272.75;268.45;70.0;20000.0;2.0;1.0;1.0;90.0;7.0;1250.0;35.0;27.0;60.0;100620.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.3;-10.0;11.0;0.0;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;5.0;6.0;1350.0;7.0;3.0;2100.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130114180000;100720.0;-410.0;8.0;160.0;7.7;272.85;272.15;94.0;2400.0;73.0;nan;nan;nan;nan;nan;nan;nan;nan;99790.0;nan;nan;nan;269.75;nan;273.55;nan;nan;nan;nan;nan;11.3;-10.0;13.0;nan;nan;nan;0.2;0.2;nan;0.2;nan;710.0;1111.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130114180000;100850.0;-360.0;8.0;180.0;7.2;272.35;269.15;76.0;5000.0;70.0;nan;nan;100.0;nan;800.0;nan;nan;nan;100260.0;nan;nan;nan;267.65;nan;273.25;nan;nan;nan;nan;nan;10.8;-10.0;13.0;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1111.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130114210000;100430.0;-280.0;6.0;220.0;3.1;274.25;273.95;98.0;16000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;99510.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.8;-10.0;13.0;nan;nan;nan;0.2;0.8;nan;nan;nan;710.0;1110.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130114210000;100390.0;-460.0;6.0;190.0;9.8;271.65;271.35;98.0;500.0;73.0;7.0;7.0;100.0;8.0;150.0;37.0;61.0;60.0;99800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;13.9;-10.0;13.0;0.04;0.03;-30.0;0.6;1.0;nan;nan;nan;710.0;1114.0;3103.0;nan;8.0;7.0;120.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130115000000;100290.0;-140.0;6.0;180.0;2.1;274.25;273.95;98.0;9000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;99370.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;13.0;nan;nan;nan;0.2;2.0;3.0;nan;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130115000000;100250.0;-140.0;6.0;190.0;5.7;272.95;272.85;99.0;8000.0;3.0;7.0;2.0;100.0;8.0;250.0;36.0;61.0;60.0;99660.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.3;-10.0;13.0;0.05;0.05;-60.0;0.0;0.2;1.0;nan;nan;710.0;1110.0;3105.0;nan;7.0;7.0;240.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130115030000;100240.0;-40.0;8.0;290.0;3.6;274.95;273.05;87.0;9000.0;60.0;nan;nan;nan;nan;nan;nan;nan;nan;99330.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;13.0;nan;nan;nan;0.0;1.0;nan;nan;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130115030000;100160.0;-90.0;8.0;180.0;2.6;272.65;272.55;99.0;4000.0;10.0;nan;nan;100.0;8.0;80.0;36.0;61.0;60.0;99570.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;13.0;0.05;0.01;-30.0;0.0;0.2;nan;nan;nan;710.0;1106.0;3101.0;nan;7.0;7.0;90.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130115060000;100150.0;-100.0;6.0;290.0;3.6;274.25;273.65;96.0;10000.0;68.0;7.0;7.0;100.0;8.0;150.0;37.0;61.0;60.0;99230.0;nan;nan;nan;272.85;nan;275.05;nan;273.15;nan;nan;nan;7.7;-10.0;12.0;0.02;nan;nan;0.2;2.0;nan;6.0;5.8;710.0;1108.0;nan;nan;7.0;7.0;180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130115060000;100140.0;-20.0;5.0;160.0;1.5;272.15;272.05;99.0;2000.0;10.0;nan;nan;100.0;8.0;1750.0;35.0;61.0;60.0;99550.0;nan;nan;nan;271.25;nan;273.05;nan;271.15;nan;nan;nan;2.6;-10.0;13.0;0.04;0.01;-60.0;0.0;0.0;nan;1.0;1.6;710.0;1103.0;3101.0;nan;8.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130115090000;100410.0;260.0;1.0;310.0;5.7;275.05;272.65;84.0;25000.0;1.0;7.0;6.0;100.0;8.0;450.0;35.0;61.0;60.0;99490.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.8;-10.0;11.0;0.01;0.0;-30.0;0.0;0.8;nan;nan;nan;710.0;1110.0;3100.0;nan;8.0;6.0;330.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130115090000;100390.0;250.0;3.0;60.0;1.0;270.05;269.95;99.0;200.0;46.0;4.0;2.0;75.0;6.0;80.0;35.0;20.0;10.0;99800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.1;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1102.0;3100.0;nan;2.0;7.0;90.0;6.0;6.0;1800.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130115120000;100800.0;390.0;3.0;360.0;5.1;275.05;273.45;89.0;30000.0;3.0;7.0;6.0;90.0;7.0;450.0;38.0;61.0;60.0;99880.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;11.3;-10.0;11.0;0.0;0.0;-60.0;0.0;0.0;0.8;nan;nan;710.0;1111.0;3100.0;nan;2.0;8.0;390.0;7.0;8.0;450.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130115120000;100650.0;260.0;1.0;360.0;5.7;272.75;272.65;99.0;4000.0;22.0;7.0;4.0;100.0;7.0;250.0;37.0;61.0;60.0;100060.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.8;-10.0;13.0;0.04;0.01;-60.0;0.0;0.2;0.2;nan;nan;710.0;1111.0;3101.0;nan;7.0;7.0;210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130115150000;100940.0;140.0;3.0;350.0;4.1;275.65;271.25;73.0;30000.0;2.0;1.0;1.0;90.0;5.0;450.0;39.0;23.0;60.0;100020.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;11.0;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3100.0;nan;1.0;9.0;480.0;1.0;8.0;480.0;4.0;6.0;1290.0;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130115150000;100820.0;170.0;1.0;360.0;4.1;272.75;271.75;92.0;10000.0;2.0;1.0;1.0;10.0;1.0;800.0;35.0;20.0;10.0;100230.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;1.0;6.0;840.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130115180000;101060.0;110.0;1.0;270.0;1.5;272.55;271.75;94.0;16000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100130.0;nan;nan;nan;272.45;nan;276.25;nan;nan;nan;nan;nan;2.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.8;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130115180000;100970.0;140.0;1.0;300.0;2.6;268.15;267.65;96.0;3000.0;10.0;1.0;1.0;25.0;2.0;800.0;35.0;20.0;10.0;100370.0;nan;nan;nan;268.15;nan;273.25;nan;nan;nan;nan;nan;3.6;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;nan;0.2;nan;710.0;1104.0;3100.0;nan;2.0;6.0;630.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130115210000;101110.0;50.0;3.0;40.0;1.5;272.25;271.15;91.0;11000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130115210000;101070.0;100.0;2.0;350.0;3.1;269.25;268.55;94.0;10000.0;2.0;1.0;1.0;10.0;1.0;3500.0;30.0;23.0;10.0;100470.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;1.0;3.0;3900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130116000000;101180.0;70.0;1.0;80.0;2.1;271.65;268.85;79.0;20000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100250.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;12.0;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130116000000;101160.0;80.0;3.0;320.0;3.1;265.95;265.25;94.0;3500.0;10.0;1.0;1.0;0.0;nan;nan;nan;nan;nan;100550.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1104.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130116030000;101150.0;-40.0;7.0;120.0;1.5;269.65;268.05;87.0;16000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.6;-10.0;12.0;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130116030000;101140.0;-20.0;8.0;320.0;1.5;264.55;263.75;93.0;4000.0;10.0;nan;nan;0.0;nan;nan;nan;nan;nan;100530.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.1;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1102.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130116060000;101090.0;-70.0;6.0;70.0;2.1;268.15;267.15;92.0;10000.0;2.0;1.0;1.0;0.0;nan;nan;nan;nan;nan;100140.0;nan;nan;nan;268.15;nan;273.55;nan;267.15;nan;nan;nan;3.1;-10.0;16.0;0.0;nan;nan;0.0;0.0;nan;0.0;0.8;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130116060000;101080.0;-60.0;6.0;300.0;1.5;263.45;262.35;91.0;2800.0;10.0;nan;nan;0.0;nan;nan;nan;nan;nan;100470.0;nan;nan;nan;263.35;nan;270.45;nan;256.15;nan;nan;nan;2.6;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;nan;0.0;0.2;710.0;1103.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130116090000;101210.0;120.0;2.0;70.0;1.5;268.45;267.45;92.0;8000.0;2.0;1.0;1.0;10.0;0.0;8000.0;30.0;20.0;12.0;100260.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.6;-10.0;16.0;0.0;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1103.0;3100.0;nan;1.0;0.0;6900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130116090000;101190.0;110.0;1.0;290.0;1.0;264.95;264.15;93.0;4500.0;10.0;0.0;0.0;0.0;nan;nan;nan;nan;nan;100580.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1102.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130116120000;101190.0;0.0;0.0;80.0;1.0;272.55;267.55;66.0;10000.0;2.0;1.0;1.0;40.0;0.0;8000.0;30.0;20.0;12.0;100260.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;16.0;0.0;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1102.0;3100.0;nan;3.0;0.0;6900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130116120000;101150.0;-20.0;8.0;250.0;0.5;271.65;270.95;94.0;5000.0;2.0;1.0;1.0;0.0;nan;nan;nan;nan;nan;100560.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.0;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1101.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130116150000;101260.0;70.0;3.0;320.0;1.0;273.75;268.15;66.0;15000.0;2.0;1.0;1.0;10.0;0.0;8000.0;30.0;20.0;12.0;100330.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;12.0;0.0;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1102.0;3100.0;nan;1.0;0.0;6900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130116150000;101220.0;70.0;3.0;300.0;3.1;271.65;270.35;90.0;6000.0;2.0;1.0;1.0;0.0;nan;nan;nan;nan;nan;100630.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130116180000;101400.0;130.0;1.0;350.0;2.1;271.85;269.65;83.0;11000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100460.0;nan;nan;nan;267.05;nan;274.05;nan;nan;nan;nan;nan;2.6;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130116180000;101390.0;160.0;2.0;360.0;2.1;269.25;268.25;92.0;7000.0;2.0;1.0;1.0;90.0;7.0;2250.0;35.0;61.0;60.0;100790.0;nan;nan;nan;262.95;nan;272.35;nan;nan;nan;nan;nan;3.6;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1104.0;3100.0;nan;7.0;6.0;1800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130116210000;101510.0;110.0;2.0;20.0;1.5;272.15;270.75;89.0;6000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100570.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130116210000;101530.0;130.0;3.0;30.0;3.1;267.85;266.65;90.0;7000.0;2.0;1.0;1.0;0.0;nan;nan;nan;nan;nan;100920.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130117000000;101640.0;130.0;1.0;60.0;2.1;271.55;268.55;78.0;10000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100700.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130117000000;101650.0;120.0;3.0;320.0;2.1;264.15;263.05;91.0;2900.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;101040.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.6;-10.0;13.0;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130117030000;101780.0;140.0;1.0;70.0;1.5;270.95;268.45;81.0;9000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100840.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130117030000;101800.0;140.0;1.0;0.0;0.0;262.55;261.55;91.0;2000.0;10.0;nan;nan;0.0;nan;nan;nan;nan;nan;101180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.0;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1101.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
