numer_sta;date;pmer;dd;ff;t;td;u;pres;rr6;
07005;20130101000000;-1.4986754625240424;0.22157187285973856;0.5601605793660851;-0.12670853463204648;0.1774005480471253;0.8426365721041187;0.18778116738421813;0.49962884714212297;
07015;20130101000000;-1.5366781875094375;0.3597089507024684;1.2270184119447574;-0.15919790248641427;0.10850713132979717;0.7378310283100742;0.27172572059655287;0.8565065951007822;
07020;20130101000000;-1.3846672875678572;1.0503943399161175;0.8935894956554213;0.27940856354757426;0.41852750655779325;0.2138033093398515;0.38085363977258807;-0.5710043967338548;
07027;20130101000000;-1.3466645625824623;0.49784602854519827;-0.14004014484152122;-0.012995747141745279;0.2635173189437903;0.7378310283100742;0.23255159576412998;1.5702620910181009;
07037;20130101000000;-1.2136550251335794;0.3597089507024684;0.8935894956554213;-0.2566660060495177;0.05683706879179619;0.9474421158981632;-0.03327282274159673;0.14275109918346368;
07072;20130101000000;-0.6056114253672582;0.22157187285973856;-0.30675460298618934;-0.27291068997670626;-0.3048533689742009;-0.3102244096303712;0.24654235463285246;-0.3568777479586593;
07110;20130101000000;-0.8336277752796286;1.602942651287037;-0.4734690611308573;-0.045485114996122324;0.2807406731231272;0.9474421158981632;0.21576268512166305;-0.499628847142123;
07117;20130101000000;-1.0996468501773942;1.3266684956015773;0.22673166307674886;0.03573830463980182;0.2807406731231272;0.6330254845160296;0.2997072383339978;0.14275109918346368;
07130;20130101000000;-0.9666373127285114;0.774120184230658;-0.6401835192755254;0.019493620712622534;0.38408079819911944;1.0522476596922077;0.3696610326776101;3.7115285787700567;
07139;20130101000000;-1.1186482126700916;0.22157187285973856;0.22673166307674886;-0.2241766381951499;0.14295383968846123;1.1570532034862522;0.008699453864570647;1.5702620910181009;
07149;20130101000000;-0.7576223253088384;0.22157187285973856;0.393446121221417;-0.27291068997670626;-0.029279702104868854;0.6330254845160296;0.24094605108536346;0.14275109918346368;
07168;20130101000000;-0.2825882629914;-0.05470228282572113;0.026674313303146926;-0.419112845321366;-0.5804270358435232;-0.7294465848065492;0.21296453334791854;-0.5710043967338548;
07181;20130101000000;-0.035570550586332;-0.05470228282572113;0.22673166307674886;-0.679027788156327;-0.9593408277888473;-1.1486687599827274;-0.5061604725044159;-0.5710043967338548;
07190;20130101000000;0.1544430743406434;-0.05470228282572113;-0.14004014484152122;-0.6952724720835155;-0.9248941194301833;-0.9390576723946383;0.1625978014205177;-0.5710043967338548;
07207;20130101000000;-0.6056114253672582;1.464805573444307;-0.14004014484152122;0.3118979314019513;0.5735376941717865;0.6330254845160296;0.42282591637875544;1.2133843430594415;
07222;20130101000000;-0.7956250502942336;0.774120184230658;-0.9736124355648617;0.08447235642135816;0.5563143399924495;1.471469834868386;0.4536055858899448;3.7115285787700567;
07240;20130101000000;-0.5866100628745606;0.08343479501700872;0.22673166307674886;-0.20793195426797062;0.10850713132979717;0.9474421158981632;0.1933774709317071;1.5702620910181009;
07255;20130101000000;-0.035570550586332;0.3597089507024684;-0.4734690611308573;-0.27291068997670626;-0.20151324389819894;0.0041922217517624365;0.08984585530316092;-0.4282532975503912;
07280;20130101000000;0.3824594242530138;0.08343479501700872;-0.9736124355648617;-1.0689002024087593;-0.9248941194301833;0.4234143969279406;-0.06685064402653063;-0.5710043967338548;
07299;20130101000000;0.5914744116726868;0.22157187285973856;-0.9736124355648617;-1.3775491970252765;-1.3038079113755074;0.2138033093398515;-0.19836377739252176;-0.5710043967338548;
07314;20130101000000;-0.3395923504694926;1.1885314177588475;1.5937902198630276;0.4743447706737996;0.6941011734271155;0.4234143969279406;0.5291556837810462;0.8565065951007822;
07335;20130101000000;-0.39659643794758526;-0.05470228282572113;1.2270184119447574;-0.24042132212233844;0.05683706879179619;0.8426365721041187;0.1933774709317071;0.14275109918346368;
07434;20130101000000;0.3634580617603163;-0.05470228282572113;1.0603039538000891;-0.5003362649572902;-0.5287569733055222;-0.3102244096303712;-0.6404717576441514;-0.5710043967338548;
07460;20130101000000;0.2684512492968286;-0.05470228282572113;2.0939335942970323;-0.1754425864135936;-0.9593408277888473;-2.6159463730993506;-0.3942344015546362;-0.5710043967338548;
07471;20130101000000;nan;-0.05470228282572113;1.2270184119447574;-0.7440065238650626;-1.0971276612235135;-1.3582798475708164;-1.9723920019465295;-0.5710043967338548;
07481;20130101000000;0.6864812241361745;0.08343479501700872;1.927219136152364;0.03573830463980182;-0.5287569733055222;-1.9871131103350836;-0.04726358161031919;-0.5710043967338548;
07510;20130101000000;0.4204621492384089;0.08343479501700872;0.026674313303146926;-0.11046385070485795;0.3324107356611282;1.3666642910743414;0.557137201518491;0.14275109918346368;
07535;20130101000000;0.8004893990923597;-0.3309764385111808;-0.4734690611308573;-0.24042132212233844;-0.39097013987086593;-0.7294465848065492;-0.10602476885895351;-0.499628847142123;
