numer_sta;date;pmer;ff;vv;ww;w1
07015;20130101000000;-1.0121623456027322;1.3951642447185246;-0.22355062807966483;2.2420887149882875;1.209800918836141
07020;20130101000000;-0.9429747696434223;1.089876663817316;-0.41882887200396895;-0.509503080865614;1.209800918836141
07110;20130101000000;-0.6921698067909237;-0.1618024178776407;-0.22355062807966483;0.5911336374759465;1.9754977029096477
07149;20130101000000;-0.6575760188112687;0.6319452924655026;-0.549014367953505;2.196228851724056;1.209800918836141
07222;20130101000000;-0.6748729128010962;-0.6197337892294541;-0.41882887200396895;2.2420887149882875;1.209800918836141
07240;20130101000000;-0.5797399958570449;0.47930150201489813;-0.8093853598525771;2.2420887149882875;1.209800918836141
07299;20130101000000;-0.04353628217239277;-0.6197337892294541;1.403768071289536;-0.4636432176013824;-0.7044410413476263
07460;20130101000000;-0.19055988108592645;2.1889119550616685;0.7528405915418556;-0.4636432176013824;-0.7044410413476263
07481;20130101000000;-0.0002940471978240469;2.036268164611064;1.403768071289536;-0.4636432176013824;-0.7044410413476263
07690;20130101000000;0.5186127724970007;0.47930150201489813;1.403768071289536;-0.4636432176013824;-0.7044410413476263
61980;20130101000000;-0.3116381390147189;0.6319452924655026;-0.549014367953505;-0.4636432176013824;-0.7044410413476263
61998;20130101000000;-2.5688828046872065;3.2879472463060204;-0.22355062807966483;-0.4636432176013824;-0.7044410413476263
78897;20130101000000;0.20726868068010584;-0.1618024178776407;0.10191311179417531;2.196228851724056;1.9754977029096477
78925;20130101000000;0.09483886974622716;-0.6197337892294541;0.4273768516680155;-0.509503080865614;1.9754977029096477
89642;20130101000000;-2.8023908735498773;2.341555745512273;0.10191311179417531;-0.4636432176013824;-0.7044410413476263
07020;20130101030000;-0.7440604887604061;1.5783367932592505;-0.41882887200396895;-0.509503080865614;1.209800918836141
07110;20130101030000;-0.4500132909333388;-0.009158627427036345;0.4273768516680155;-0.509503080865614;1.9754977029096477
07149;20130101030000;-0.7873027237349749;0.14348516302356812;-0.549014367953505;2.2420887149882875;1.209800918836141
07299;20130101030000;-0.13002075212153022;-0.31444620832824516;-0.22355062807966483;-0.4636432176013824;-0.7044410413476263
07314;20130101030000;-0.3548803739892876;1.089876663817316;-0.22355062807966483;-0.4636432176013824;1.209800918836141
07481;20130101030000;-0.04353628217239277;2.1889119550616685;1.403768071289536;-0.4636432176013824;-0.7044410413476263
07643;20130101030000;0.034299740781830935;0.14348516302356812;0.4273768516680155;-0.4636432176013824;-0.7044410413476263
07661;20130101030000;0.31105004461907076;0.47930150201489813;0.4273768516680155;-0.4636432176013824;-0.7044410413476263
07690;20130101030000;0.3975345145682082;0.7845890829161071;1.403768071289536;-0.4636432176013824;-0.7044410413476263
07790;20130101030000;0.41483140855803574;-0.31444620832824516;0.10191311179417531;-0.4636432176013824;-0.7044410413476263
61980;20130101030000;-0.19920832808084019;1.2425204542679202;-0.549014367953505;-0.4177833543371507;1.9754977029096477
61998;20130101030000;-2.4391560997635002;2.1889119550616685;0.10191311179417531;-0.4636432176013824;-0.7044410413476263
67005;20130101030000;-0.5019039729028213;-0.955550128220784;0.10191311179417531;-0.4636432176013824;-0.7044410413476263
78897;20130101030000;0.1986202336851921;-1.1081939186713885;0.10191311179417531;-0.4636432176013824;1.209800918836141
89642;20130101030000;-2.7764455325651363;0.6319452924655026;0.4273768516680155;-0.4636432176013824;-0.7044410413476263
07020;20130101060000;-0.5970368898468724;1.8836243741604595;-0.22355062807966483;-0.509503080865614;1.9754977029096477
07027;20130101060000;-0.6662244658061824;0.14348516302356812;0.10191311179417531;3.1134261170086894;1.9754977029096477
07037;20130101060000;-0.8045996177248024;0.2961289534741726;0.7528405915418556;0.4076941844190198;1.209800918836141
07110;20130101060000;-0.3202865860096326;-0.009158627427036345;0.4273768516680155;-0.509503080865614;1.9754977029096477
07139;20130101060000;-0.6229822308316137;0.14348516302356812;-0.41882887200396895;0.4076941844190198;1.209800918836141
07149;20130101060000;-0.7527089357553198;-0.1618024178776407;0.10191311179417531;-0.509503080865614;1.209800918836141
07168;20130101060000;-0.6316306778265275;0.9372328733667116;-0.41882887200396895;2.2420887149882875;1.209800918836141
07255;20130101060000;-0.40677105595877006;0.6319452924655026;-0.9395708558021132;2.2420887149882875;1.209800918836141
07299;20130101060000;-0.19055988108592645;-0.6197337892294541;-0.22355062807966483;-0.4636432176013824;-0.7044410413476263
07314;20130101060000;-0.2424505630554089;0.7845890829161071;-0.41882887200396895;2.196228851724056;1.209800918836141
07335;20130101060000;-0.3548803739892876;-0.1618024178776407;nan;-0.4636432176013824;-0.7044410413476263
07481;20130101060000;-0.10407541113678899;1.3951642447185246;1.403768071289536;-0.4636432176013824;-0.7044410413476263
07535;20130101060000;-0.052184729167306515;0.2961289534741726;-0.41882887200396895;2.2420887149882875;1.209800918836141
07577;20130101060000;0.13808110472079588;-1.1081939186713885;-0.549014367953505;-0.4636432176013824;-0.7044410413476263
07627;20130101060000;0.23321402166484706;-0.8029063377701795;-0.549014367953505;2.2420887149882875;1.209800918836141
07643;20130101060000;-0.017590941187651535;0.14348516302356812;0.4273768516680155;-0.4636432176013824;-0.7044410413476263
07650;20130101060000;0.1034873167411409;0.7845890829161071;0.10191311179417531;0.5911336374759465;1.9754977029096477
