numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;;Nom;Latitude;Longitude;Altitude;Region;code_insee_region;consommation_brute_electricite_rte;consommation_brute_gaz_grtgaz;consommation_brute_gaz_terega;consommation_brute_gaz_totale;consommation_brute_totale;date;heure;statut_grtgaz;statut_rte;statut_terega
07222;20130117150000;101750.0;-170.0;7.0;130.0;2.6;275.05;270.95;74.0;15000.0;2.0;1.0;1.0;90.0;7.0;3500.0;30.0;23.0;60.0;101420.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1105.0;nan;nan;7.0;3.0;3900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;NANTES-BOUGUENAIS;47.15;-1.608833;26.0;Pays de la Loire;52;4579.0;6442.0;nan;6442.0;11021.0;2013-01-17;15:00;Définitif;Définitif;nan
07240;20130117150000;101860.0;-70.0;7.0;60.0;2.1;273.15;268.15;69.0;10000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100450.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TOURS;47.4445;0.727333;108.0;Centre-Val de Loire;24;3669.0;4752.0;nan;4752.0;8421.0;2013-01-17;15:00;Définitif;Définitif;nan
07255;20130117150000;101910.0;-10.0;5.0;350.0;2.1;270.05;266.55;74.0;10000.0;2.0;1.0;1.0;100.0;8.0;800.0;35.0;61.0;60.0;99800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1104.0;nan;nan;8.0;6.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BOURGES;47.059167;2.359833;161.0;Centre-Val de Loire;24;3669.0;4752.0;nan;4752.0;8421.0;2013-01-17;15:00;Définitif;Définitif;nan
07299;20130117150000;101560.0;30.0;3.0;320.0;2.1;270.45;268.45;84.0;3700.0;70.0;7.0;2.0;100.0;8.0;450.0;37.0;61.0;60.0;98140.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;17.0;0.02;0.01;-30.0;0.2;0.2;nan;nan;nan;710.0;1104.0;3101.0;nan;7.0;7.0;330.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BALE-MULHOUSE;47.614333;7.51;263.0;Grand Est;44;7834.0;17823.0;nan;17823.0;25657.0;2013-01-17;15:00;Définitif;Définitif;nan
07314;20130117150000;101790.0;-140.0;8.0;90.0;3.6;275.65;269.75;65.0;16000.0;2.0;1.0;1.0;60.0;5.0;2250.0;30.0;23.0;10.0;101500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1106.0;nan;nan;5.0;3.0;1800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PTE DE CHASSIRON;46.046833;-1.4115;11.0;Nouvelle-Aquitaine;75;7287.0;4184.0;3619.0;7803.0;15090.0;2013-01-17;15:00;Définitif;Définitif;Définitif
07335;20130117150000;101830.0;-90.0;6.0;10.0;2.1;273.15;269.05;74.0;nan;2.0;1.0;1.0;10.0;1.0;800.0;31.0;20.0;10.0;100320.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1105.0;nan;nan;1.0;8.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;POITIERS-BIARD;46.593833;0.314333;123.0;Nouvelle-Aquitaine;75;7287.0;4184.0;3619.0;7803.0;15090.0;2013-01-17;15:00;Définitif;Définitif;Définitif
07434;20130117150000;101780.0;-30.0;6.0;20.0;4.1;270.35;265.25;65.0;nan;2.0;nan;nan;50.0;4.0;450.0;35.0;20.0;10.0;96760.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;12.0;0.01;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;4.0;6.0;570.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LIMOGES-BELLEGARDE;45.861167;1.175;402.0;Nouvelle-Aquitaine;75;7287.0;4184.0;3619.0;7803.0;15090.0;2013-01-17;15:00;Définitif;Définitif;Définitif
07510;20130117150000;101760.0;-120.0;6.0;80.0;2.1;275.75;268.75;60.0;nan;3.0;nan;nan;90.0;7.0;3500.0;30.0;23.0;60.0;101160.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;7.0;3.0;3900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BORDEAUX-MERIGNAC;44.830667;-0.691333;47.0;Nouvelle-Aquitaine;75;7287.0;4184.0;3619.0;7803.0;15090.0;2013-01-17;15:00;Définitif;Définitif;Définitif
07535;20130117150000;101680.0;-50.0;6.0;300.0;2.6;272.45;267.25;64.0;12000.0;2.0;1.0;1.0;10.0;1.0;800.0;31.0;20.0;10.0;98420.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;17.0;0.09;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;1.0;8.0;780.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;GOURDON;44.745;1.396667;260.0;Occitanie;76;6445.0;1851.0;4233.0;6084.0;12529.0;2013-01-17;15:00;Définitif;Définitif;Définitif
07558;20130117150000;101330.0;-30.0;6.0;310.0;5.1;271.05;262.45;48.0;20000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;92680.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;11.8;-10.0;12.0;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1112.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;MILLAU;44.1185;3.0195;712.0;Occitanie;76;6445.0;1851.0;4233.0;6084.0;12529.0;2013-01-17;15:00;Définitif;Définitif;Définitif
07607;20130117150000;101700.0;-100.0;6.0;330.0;1.5;277.55;269.75;57.0;45000.0;0.0;nan;nan;100.0;nan;nan;nan;nan;nan;100970.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;MONT-DE-MARSAN;43.909833;-0.500167;59.0;Nouvelle-Aquitaine;75;7287.0;4184.0;3619.0;7803.0;15090.0;2013-01-17;15:00;Définitif;Définitif;Définitif
07621;20130117150000;101630.0;-50.0;6.0;300.0;4.1;277.55;271.55;65.0;35000.0;0.0;nan;nan;100.0;nan;nan;nan;nan;nan;97210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TARBES-OSSUN;43.188;0.0;360.0;Occitanie;76;6445.0;1851.0;4233.0;6084.0;12529.0;2013-01-17;15:00;Définitif;Définitif;Définitif
07627;20130117150000;101560.0;-60.0;6.0;320.0;4.1;276.55;270.75;66.0;15000.0;2.0;1.0;1.0;25.0;1.0;800.0;38.0;23.0;10.0;96570.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3100.0;nan;1.0;8.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ST GIRONS;43.005333;1.106833;414.0;Occitanie;76;6445.0;1851.0;4233.0;6084.0;12529.0;2013-01-17;15:00;Définitif;Définitif;Définitif
07630;20130117150000;101650.0;-70.0;6.0;320.0;4.6;275.45;269.95;67.0;21000.0;0.0;nan;nan;nan;nan;450.0;nan;nan;nan;99780.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1108.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TOULOUSE-BLAGNAC;43.621;1.378833;151.0;Occitanie;76;6445.0;1851.0;4233.0;6084.0;12529.0;2013-01-17;15:00;Définitif;Définitif;Définitif
07643;20130117150000;100940.0;-40.0;5.0;330.0;6.7;280.15;261.45;25.0;40000.0;2.0;1.0;1.0;10.0;0.0;8000.0;30.0;20.0;11.0;100840.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.8;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1111.0;nan;nan;1.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;MONTPELLIER;43.577;3.963167;2.0;Occitanie;76;6445.0;1851.0;4233.0;6084.0;12529.0;2013-01-17;15:00;Définitif;Définitif;Définitif
07747;20130117150000;101060.0;20.0;3.0;320.0;11.3;279.45;263.95;32.0;45000.0;2.0;1.0;1.0;25.0;0.0;8000.0;30.0;20.0;12.0;100520.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;19.0;21.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;1019.0;710.0;1122.0;3100.0;2.0;0.0;7500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PERPIGNAN;42.737167;2.872833;42.0;Occitanie;76;6445.0;1851.0;4233.0;6084.0;12529.0;2013-01-17;15:00;Définitif;Définitif;Définitif
07005;20130117180000;101830.0;-80.0;8.0;110.0;2.6;270.25;265.95;69.0;13000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100880.0;nan;nan;nan;269.95;nan;273.55;nan;nan;nan;nan;nan;4.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;9309.0;19812.0;nan;19812.0;29121.0;2013-01-17;18:00;Définitif;Définitif;nan
07015;20130117180000;101950.0;-20.0;8.0;130.0;3.1;265.35;264.55;93.0;100.0;43.0;4.0;4.0;101.0;nan;nan;62.0;61.0;60.0;101340.0;nan;nan;nan;259.75;nan;265.35;nan;nan;nan;nan;nan;4.6;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1105.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;9309.0;19812.0;nan;19812.0;29121.0;2013-01-17;18:00;Définitif;Définitif;nan
07020;20130117180000;101520.0;-160.0;6.0;170.0;7.7;276.75;271.55;69.0;17000.0;2.0;1.0;1.0;100.0;8.0;1250.0;35.0;61.0;60.0;101250.0;nan;nan;nan;274.85;nan;279.05;nan;nan;nan;nan;nan;10.3;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1110.0;nan;nan;8.0;6.0;990.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PTE DE LA HAGUE;49.725167;-1.939833;6.0;Normandie;28;5038.0;8280.0;nan;8280.0;13318.0;2013-01-17;18:00;Définitif;Définitif;nan
07027;20130117180000;101680.0;-110.0;7.0;130.0;3.6;271.65;269.15;81.0;13000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100830.0;nan;nan;nan;271.35;nan;277.45;nan;nan;nan;nan;nan;4.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;CAEN-CARPIQUET;49.18;-0.456167;67.0;Normandie;28;5038.0;8280.0;nan;8280.0;13318.0;2013-01-17;18:00;Définitif;Définitif;nan
07037;20130117180000;101830.0;-50.0;8.0;120.0;2.6;269.55;266.15;75.0;11000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;99890.0;nan;nan;nan;269.05;nan;276.05;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ROUEN-BOOS;49.383;1.181667;151.0;Normandie;28;5038.0;8280.0;nan;8280.0;13318.0;2013-01-17;18:00;Définitif;Définitif;nan
07072;20130117180000;101890.0;10.0;0.0;310.0;2.6;265.75;264.65;91.0;3000.0;10.0;nan;nan;nan;nan;800.0;nan;nan;nan;100660.0;nan;nan;nan;265.15;nan;269.95;nan;nan;nan;nan;nan;4.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;REIMS-PRUNAY;49.209667;4.155333;95.0;Grand Est;44;8196.0;18176.0;nan;18176.0;26372.0;2013-01-17;18:00;Définitif;Définitif;nan
07110;20130117180000;101170.0;-150.0;8.0;150.0;8.7;278.05;273.65;73.0;25000.0;2.0;1.0;1.0;100.0;7.0;800.0;35.0;61.0;60.0;100000.0;nan;nan;nan;273.95;nan;279.85;nan;nan;nan;nan;nan;12.9;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1113.0;3100.0;nan;1.0;6.0;930.0;7.0;6.0;1290.0;nan;nan;nan;nan;nan;nan;;BREST-GUIPAVAS;48.444167;-4.412;94.0;Bretagne;53;3995.0;3879.0;nan;3879.0;7874.0;2013-01-17;18:00;Définitif;Définitif;nan
07117;20130117180000;101250.0;-210.0;6.0;140.0;5.1;276.15;271.55;72.0;20000.0;2.0;1.0;1.0;90.0;7.0;2250.0;35.0;21.0;10.0;100530.0;nan;nan;nan;273.75;nan;277.95;nan;nan;nan;nan;nan;10.8;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1111.0;2428.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PLOUMANAC'H;48.825833;-3.473167;55.0;Bretagne;53;3995.0;3879.0;nan;3879.0;7874.0;2013-01-17;18:00;Définitif;Définitif;nan
07130;20130117180000;101610.0;-160.0;8.0;160.0;2.1;273.95;270.85;80.0;11000.0;0.0;nan;nan;100.0;nan;nan;nan;nan;nan;101070.0;nan;nan;nan;268.95;nan;275.85;nan;nan;nan;nan;nan;3.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;RENNES-ST JACQUES;48.068833;-1.734;36.0;Bretagne;53;3995.0;3879.0;nan;3879.0;7874.0;2013-01-17;18:00;Définitif;Définitif;nan
07139;20130117180000;101750.0;-80.0;8.0;200.0;0.5;271.35;268.85;81.0;11000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;99930.0;nan;nan;nan;270.85;nan;276.75;nan;nan;nan;nan;nan;1.5;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ALENCON;48.4455;0.110167;143.0;Normandie;28;5038.0;8280.0;nan;8280.0;13318.0;2013-01-17;18:00;Définitif;Définitif;nan
07168;20130117180000;101890.0;20.0;0.0;350.0;1.0;269.65;267.35;82.0;7000.0;0.0;nan;nan;75.0;nan;800.0;nan;nan;nan;100380.0;nan;nan;nan;269.35;nan;271.35;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TROYES-BARBEREY;48.324667;4.02;112.0;Grand Est;44;8196.0;18176.0;nan;18176.0;26372.0;2013-01-17;18:00;Définitif;Définitif;nan
07181;20130117180000;101790.0;40.0;1.0;330.0;1.5;268.75;267.05;86.0;7000.0;0.0;nan;nan;100.0;nan;800.0;nan;nan;nan;97470.0;nan;nan;nan;267.65;nan;269.25;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;NANCY-OCHEY;48.581;5.959833;336.0;Grand Est;44;8196.0;18176.0;nan;18176.0;26372.0;2013-01-17;18:00;Définitif;Définitif;nan
07190;20130117180000;101660.0;70.0;1.0;350.0;2.1;271.25;269.25;85.0;7000.0;0.0;nan;nan;100.0;nan;800.0;nan;nan;nan;99750.0;nan;nan;nan;270.75;nan;271.85;nan;nan;nan;nan;nan;4.1;-10.0;13.0;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;STRASBOURG-ENTZHEIM;48.5495;7.640333;150.0;Grand Est;44;8196.0;18176.0;nan;18176.0;26372.0;2013-01-17;18:00;Définitif;Définitif;nan
07207;20130117180000;101460.0;-160.0;6.0;150.0;11.3;278.45;273.65;71.0;18000.0;2.0;1.0;1.0;60.0;1.0;1250.0;31.0;20.0;18.0;100930.0;nan;nan;nan;276.75;nan;279.45;nan;nan;nan;nan;16.5;16.5;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;1016.0;710.0;1116.0;2437.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BELLE ILE-LE TALUT;47.294333;-3.218333;34.0;Bretagne;53;3995.0;3879.0;nan;3879.0;7874.0;2013-01-17;18:00;Définitif;Définitif;nan
07222;20130117180000;101650.0;-100.0;8.0;120.0;1.5;273.95;271.75;85.0;7000.0;2.0;1.0;1.0;60.0;5.0;3500.0;30.0;23.0;10.0;101320.0;nan;nan;nan;269.25;nan;275.55;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;5.0;3.0;3900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;NANTES-BOUGUENAIS;47.15;-1.608833;26.0;Pays de la Loire;52;4988.0;6798.0;nan;6798.0;11786.0;2013-01-17;18:00;Définitif;Définitif;nan
07240;20130117180000;101810.0;-60.0;8.0;100.0;2.6;270.75;267.45;76.0;15000.0;2.0;1.0;1.0;0.0;nan;nan;nan;nan;nan;100390.0;nan;nan;nan;269.05;nan;273.25;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1104.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TOURS;47.4445;0.727333;108.0;Centre-Val de Loire;24;3861.0;4906.0;nan;4906.0;8767.0;2013-01-17;18:00;Définitif;Définitif;nan
07255;20130117180000;101890.0;-20.0;8.0;90.0;1.5;270.05;266.05;71.0;14000.0;0.0;nan;nan;100.0;nan;800.0;nan;nan;nan;99780.0;nan;nan;nan;266.55;nan;270.15;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BOURGES;47.059167;2.359833;161.0;Centre-Val de Loire;24;3861.0;4906.0;nan;4906.0;8767.0;2013-01-17;18:00;Définitif;Définitif;nan
07299;20130117180000;101670.0;90.0;1.0;260.0;2.1;269.75;268.45;90.0;2600.0;71.0;nan;nan;100.0;nan;450.0;nan;nan;nan;98230.0;nan;nan;nan;268.95;nan;270.45;nan;nan;nan;nan;nan;5.1;-10.0;13.0;nan;nan;nan;0.4;0.8;nan;1.0;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BALE-MULHOUSE;47.614333;7.51;263.0;Grand Est;44;8196.0;18176.0;nan;18176.0;26372.0;2013-01-17;18:00;Définitif;Définitif;nan
07314;20130117180000;101710.0;-80.0;7.0;100.0;3.6;274.45;269.55;70.0;18000.0;2.0;1.0;1.0;90.0;3.0;2250.0;30.0;23.0;15.0;101420.0;nan;nan;nan;273.25;nan;276.05;nan;nan;nan;nan;nan;6.2;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1106.0;nan;nan;3.0;3.0;1800.0;4.0;2.0;6000.0;nan;nan;nan;nan;nan;nan;;PTE DE CHASSIRON;46.046833;-1.4115;11.0;Nouvelle-Aquitaine;75;7502.0;4461.0;4178.0;8639.0;16141.0;2013-01-17;18:00;Définitif;Définitif;Définitif
07335;20130117180000;101800.0;-40.0;8.0;90.0;2.1;270.75;267.25;74.0;10000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100280.0;nan;nan;nan;267.75;nan;273.25;nan;nan;nan;nan;nan;5.7;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;POITIERS-BIARD;46.593833;0.314333;123.0;Nouvelle-Aquitaine;75;7502.0;4461.0;4178.0;8639.0;16141.0;2013-01-17;18:00;Définitif;Définitif;Définitif
07434;20130117180000;101750.0;-80.0;8.0;50.0;5.1;267.55;264.65;78.0;9000.0;0.0;nan;nan;100.0;nan;450.0;nan;nan;nan;96680.0;nan;nan;nan;265.35;nan;270.55;nan;nan;nan;nan;nan;7.2;-10.0;13.0;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LIMOGES-BELLEGARDE;45.861167;1.175;402.0;Nouvelle-Aquitaine;75;7502.0;4461.0;4178.0;8639.0;16141.0;2013-01-17;18:00;Définitif;Définitif;Définitif
07510;20130117180000;101700.0;-60.0;7.0;30.0;1.5;274.95;267.75;59.0;nan;2.0;nan;nan;90.0;7.0;3500.0;30.0;23.0;60.0;101100.0;nan;nan;nan;271.05;nan;275.95;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1104.0;3100.0;nan;7.0;3.0;3900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BORDEAUX-MERIGNAC;44.830667;-0.691333;47.0;Nouvelle-Aquitaine;75;7502.0;4461.0;4178.0;8639.0;16141.0;2013-01-17;18:00;Définitif;Définitif;Définitif
07535;20130117180000;101730.0;10.0;0.0;280.0;1.0;268.95;266.35;80.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;98430.0;nan;nan;nan;266.95;nan;272.55;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;GOURDON;44.745;1.396667;260.0;Occitanie;76;7010.0;2182.0;4666.0;6848.0;13858.0;2013-01-17;18:00;Définitif;Définitif;Définitif
07558;20130117180000;101640.0;110.0;2.0;250.0;3.6;265.45;262.95;80.0;13000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;92790.0;nan;nan;nan;263.55;nan;271.65;nan;nan;nan;nan;nan;8.7;-10.0;12.0;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1109.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;MILLAU;44.1185;3.0195;712.0;Occitanie;76;7010.0;2182.0;4666.0;6848.0;13858.0;2013-01-17;18:00;Définitif;Définitif;Définitif
07607;20130117180000;101680.0;-30.0;8.0;50.0;1.5;274.15;269.65;72.0;45000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100940.0;nan;nan;nan;272.45;nan;278.65;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;MONT-DE-MARSAN;43.909833;-0.500167;59.0;Nouvelle-Aquitaine;75;7502.0;4461.0;4178.0;8639.0;16141.0;2013-01-17;18:00;Définitif;Définitif;Définitif
07621;20130117180000;101670.0;-10.0;7.0;20.0;1.0;274.75;270.05;71.0;50000.0;0.0;nan;nan;nan;nan;800.0;nan;nan;nan;97200.0;nan;nan;nan;274.05;nan;278.05;nan;nan;nan;nan;nan;2.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TARBES-OSSUN;43.188;0.0;360.0;Occitanie;76;7010.0;2182.0;4666.0;6848.0;13858.0;2013-01-17;18:00;Définitif;Définitif;Définitif
07627;20130117180000;101670.0;60.0;1.0;330.0;2.6;274.15;270.25;75.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;96630.0;nan;nan;nan;273.55;nan;277.45;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ST GIRONS;43.005333;1.106833;414.0;Occitanie;76;7010.0;2182.0;4666.0;6848.0;13858.0;2013-01-17;18:00;Définitif;Définitif;Définitif
07630;20130117180000;101710.0;40.0;1.0;290.0;2.1;272.15;269.45;80.0;12000.0;0.0;nan;nan;25.0;0.0;8000.0;30.0;20.0;11.0;99820.0;nan;nan;nan;271.85;nan;275.55;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1104.0;3100.0;nan;2.0;0.0;7500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TOULOUSE-BLAGNAC;43.621;1.378833;151.0;Occitanie;76;7010.0;2182.0;4666.0;6848.0;13858.0;2013-01-17;18:00;Définitif;Définitif;Définitif
07643;20130117180000;101090.0;150.0;3.0;310.0;2.1;274.95;263.65;43.0;40000.0;2.0;1.0;1.0;0.0;nan;nan;nan;nan;nan;100990.0;nan;nan;nan;271.15;nan;280.95;nan;nan;nan;nan;nan;6.2;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;MONTPELLIER;43.577;3.963167;2.0;Occitanie;76;7010.0;2182.0;4666.0;6848.0;13858.0;2013-01-17;18:00;Définitif;Définitif;Définitif
