numer_sta;date;pmer;tend;cod_tend;dd;vitesse_vent;temperature;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;;Nom;Latitude;Longitude;Altitude;Region;code_insee_region;conso_elec;consommation_brute_gaz_grtgaz;conso_gaz;consommation_brute_gaz_totale;consommation_brute_totale;date;heure;statut_grtgaz;statut_rte;statut_terega
07005;20130101000000;100290.0;-50.0;8.0;200.0;6.7;281.65;280.45;92.0;14000.0;61.0;nan;nan;nan;nan;nan;nan;nan;nan;99400.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;11.3;-10.0;nan;0.0;nan;nan;0.6;1.0;3.0;nan;nan;710.0;1111.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;nan;nan;nan;nan;nan;2013-01-01;00:00;nan;nan;nan
07015;20130101000000;100270.0;-80.0;6.0;210.0;8.7;281.45;280.05;91.0;15000.0;61.0;6.0;6.0;100.0;8.0;450.0;35.0;61.0;60.0;99700.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;15.4;-10.0;nan;nan;0.0;-60.0;0.6;2.0;4.0;nan;nan;710.0;1115.0;3100.0;nan;7.0;6.0;360.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;nan;nan;nan;nan;nan;2013-01-01;00:00;nan;nan;nan
07005;20130101030000;100230.0;-60.0;6.0;200.0;4.1;281.35;280.75;96.0;20000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;99340.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;nan;nan;nan;nan;0.0;0.8;nan;nan;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;5430.0;nan;nan;nan;nan;2013-01-01;03:00;nan;Définitif;nan
07015;20130101030000;100210.0;-60.0;6.0;210.0;6.7;281.25;280.15;93.0;30000.0;21.0;nan;nan;100.0;8.0;450.0;35.0;61.0;60.0;99640.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.8;-10.0;nan;nan;0.0;-30.0;0.2;1.0;nan;nan;nan;710.0;1110.0;3100.0;nan;5.0;6.0;330.0;8.0;6.0;570.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;5430.0;nan;nan;nan;nan;2013-01-01;03:00;nan;Définitif;nan
07005;20130101060000;100290.0;60.0;3.0;260.0;6.2;281.85;280.95;94.0;15000.0;0.0;nan;nan;100.0;8.0;450.0;38.0;61.0;60.0;99400.0;nan;nan;nan;281.25;nan;283.45;nan;281.15;nan;nan;nan;13.9;-10.0;2.0;0.0;nan;nan;1.0;2.0;nan;5.0;5.4;710.0;1114.0;nan;nan;2.0;8.0;480.0;8.0;6.0;1200.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;4843.0;9514.0;nan;9514.0;14357.0;2013-01-01;06:00;Définitif;Définitif;nan
07015;20130101060000;100170.0;-40.0;6.0;220.0;5.1;281.35;280.45;94.0;15000.0;60.0;nan;nan;100.0;8.0;450.0;35.0;61.0;60.0;99600.0;nan;nan;nan;281.25;nan;283.25;nan;281.15;nan;nan;nan;8.7;-10.0;2.0;0.0;0.0;-60.0;0.0;0.0;nan;5.0;5.2;710.0;1109.0;3100.0;nan;7.0;6.0;420.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;4843.0;9514.0;nan;9514.0;14357.0;2013-01-01;06:00;Définitif;Définitif;nan
07005;20130101090000;100680.0;380.0;3.0;280.0;5.1;280.05;278.05;87.0;18000.0;0.0;nan;nan;60.0;5.0;450.0;39.0;20.0;10.0;99780.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.3;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1110.0;3100.0;nan;4.0;8.0;480.0;1.0;9.0;600.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;4895.0;9358.0;nan;9358.0;14253.0;2013-01-01;09:00;Définitif;Définitif;nan
07015;20130101090000;100480.0;310.0;3.0;300.0;5.1;280.75;279.05;89.0;40000.0;1.0;6.0;2.0;75.0;6.0;800.0;38.0;23.0;10.0;99910.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;12.3;-10.0;nan;nan;0.0;-30.0;0.0;0.6;nan;nan;nan;710.0;1112.0;3100.0;nan;2.0;8.0;630.0;5.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;4895.0;9358.0;nan;9358.0;14253.0;2013-01-01;09:00;Définitif;Définitif;nan
07005;20130101120000;100970.0;290.0;1.0;280.0;6.2;280.75;276.75;76.0;25000.0;2.0;1.0;1.0;50.0;4.0;450.0;32.0;20.0;10.0;100070.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.3;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1110.0;3100.0;nan;4.0;8.0;480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;5387.0;9136.0;nan;9136.0;14523.0;2013-01-01;12:00;Définitif;Définitif;nan
07015;20130101120000;100830.0;350.0;1.0;300.0;6.2;280.95;276.65;74.0;40000.0;1.0;8.0;6.0;50.0;4.0;800.0;38.0;20.0;10.0;100260.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;11.3;-10.0;nan;nan;0.0;-60.0;0.0;0.2;0.8;nan;nan;710.0;1111.0;3100.0;nan;3.0;8.0;780.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;5387.0;9136.0;nan;9136.0;14523.0;2013-01-01;12:00;Définitif;Définitif;nan
07005;20130101150000;101130.0;160.0;3.0;250.0;4.1;280.65;277.05;78.0;25000.0;2.0;1.0;1.0;50.0;4.0;450.0;32.0;20.0;10.0;100230.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1108.0;3100.0;nan;4.0;8.0;480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;5144.0;8579.0;nan;8579.0;13723.0;2013-01-01;15:00;Définitif;Définitif;nan
07015;20130101150000;101010.0;180.0;2.0;290.0;5.1;280.65;274.75;66.0;40000.0;2.0;1.0;1.0;25.0;2.0;800.0;32.0;23.0;10.0;100440.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3100.0;nan;1.0;8.0;870.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;5144.0;8579.0;nan;8579.0;13723.0;2013-01-01;15:00;Définitif;Définitif;nan
07005;20130101180000;101380.0;240.0;3.0;260.0;3.1;278.25;275.55;83.0;20000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100470.0;nan;nan;nan;277.95;nan;281.85;nan;nan;nan;nan;nan;4.6;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;5767.0;9853.0;nan;9853.0;15620.0;2013-01-01;18:00;Définitif;Définitif;nan
07015;20130101180000;101260.0;240.0;3.0;260.0;3.6;277.05;274.45;83.0;40000.0;2.0;1.0;1.0;10.0;1.0;1250.0;35.0;20.0;10.0;100680.0;nan;nan;nan;277.05;nan;281.85;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.8;nan;710.0;1104.0;3100.0;nan;1.0;6.0;990.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;5767.0;9853.0;nan;9853.0;15620.0;2013-01-01;18:00;Définitif;Définitif;nan
07005;20130101210000;101620.0;230.0;2.0;280.0;3.1;277.15;274.55;83.0;20000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100700.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;5946.0;9337.0;nan;9337.0;15283.0;2013-01-01;21:00;Définitif;Définitif;nan
07015;20130101210000;101520.0;250.0;2.0;250.0;2.6;275.85;274.05;88.0;20000.0;2.0;1.0;1.0;0.0;nan;nan;nan;nan;nan;100930.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;5946.0;9337.0;nan;9337.0;15283.0;2013-01-01;21:00;Définitif;Définitif;nan
07005;20130102000000;101850.0;230.0;1.0;290.0;3.6;277.95;275.35;83.0;20000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100930.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1108.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;6018.0;8017.0;nan;8017.0;14035.0;2013-02-01;00:00;Définitif;Définitif;nan
07015;20130102000000;101700.0;190.0;1.0;240.0;3.6;277.55;275.05;84.0;20000.0;2.0;1.0;1.0;90.0;7.0;1250.0;35.0;61.0;60.0;101120.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1104.0;3100.0;nan;7.0;6.0;1380.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;6018.0;8017.0;nan;8017.0;14035.0;2013-02-01;00:00;Définitif;Définitif;nan
07005;20130102030000;102050.0;200.0;3.0;280.0;3.1;279.15;276.95;86.0;20000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;101130.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;5323.0;8310.0;nan;8310.0;13633.0;2013-02-01;03:00;Définitif;Définitif;nan
07015;20130102030000;101930.0;230.0;3.0;270.0;3.6;278.15;275.85;85.0;15000.0;0.0;nan;nan;100.0;7.0;1250.0;35.0;61.0;60.0;101350.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;7.0;6.0;1410.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;5323.0;8310.0;nan;8310.0;13633.0;2013-02-01;03:00;Définitif;Définitif;nan
07005;20130102060000;102270.0;220.0;3.0;290.0;2.6;279.55;277.85;89.0;30000.0;2.0;1.0;1.0;90.0;7.0;800.0;35.0;61.0;60.0;101350.0;nan;nan;nan;277.05;nan;279.75;nan;275.15;nan;nan;nan;5.1;-10.0;2.0;0.0;nan;nan;0.0;0.0;nan;0.0;0.0;710.0;1105.0;nan;nan;7.0;6.0;900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;5573.0;11807.0;nan;11807.0;17380.0;2013-02-01;06:00;Définitif;Définitif;nan
07015;20130102060000;102150.0;210.0;3.0;270.0;3.1;278.15;276.35;88.0;15000.0;3.0;nan;nan;90.0;7.0;1250.0;35.0;61.0;60.0;101560.0;nan;nan;nan;275.75;nan;278.35;nan;275.15;nan;nan;nan;4.6;-10.0;2.0;0.0;0.0;-60.0;0.0;0.0;nan;0.0;0.8;710.0;1105.0;3100.0;nan;7.0;6.0;1470.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;5573.0;11807.0;nan;11807.0;17380.0;2013-02-01;06:00;Définitif;Définitif;nan
07005;20130102090000;102540.0;270.0;1.0;290.0;2.1;279.35;277.65;89.0;22000.0;2.0;1.0;1.0;40.0;2.0;450.0;38.0;20.0;11.0;101620.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;1.0;8.0;390.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;6610.0;11971.0;nan;11971.0;18581.0;2013-02-01;09:00;Définitif;Définitif;nan
07015;20130102090000;102450.0;300.0;1.0;240.0;2.1;277.55;276.55;93.0;30000.0;2.0;1.0;1.0;10.0;1.0;3500.0;30.0;23.0;11.0;101860.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;1.0;3.0;3000.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;6610.0;11971.0;nan;11971.0;18581.0;2013-02-01;09:00;Définitif;Définitif;nan
07005;20130102120000;102650.0;120.0;1.0;260.0;4.6;281.65;278.75;82.0;20000.0;2.0;1.0;1.0;90.0;7.0;450.0;38.0;61.0;60.0;101740.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1107.0;3100.0;nan;4.0;8.0;480.0;6.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;7068.0;11158.0;nan;11158.0;18226.0;2013-02-01;12:00;Définitif;Définitif;nan
07015;20130102120000;102590.0;150.0;1.0;240.0;4.1;280.55;277.65;82.0;19000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;102010.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;7068.0;11158.0;nan;11158.0;18226.0;2013-02-01;12:00;Définitif;Définitif;nan
07005;20130102150000;102760.0;100.0;3.0;220.0;3.1;281.15;279.15;87.0;18000.0;21.0;2.0;2.0;100.0;7.0;450.0;35.0;61.0;60.0;101840.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;2.0;6.0;480.0;7.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;6779.0;10801.0;nan;10801.0;17580.0;2013-02-01;15:00;Définitif;Définitif;nan
07015;20130102150000;102690.0;100.0;3.0;240.0;3.1;281.15;277.95;80.0;25000.0;2.0;1.0;1.0;100.0;8.0;2250.0;35.0;61.0;60.0;102110.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;8.0;6.0;2100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;6779.0;10801.0;nan;10801.0;17580.0;2013-02-01;15:00;Définitif;Définitif;nan
07005;20130102180000;102780.0;20.0;0.0;200.0;4.1;280.55;279.45;93.0;12000.0;58.0;nan;nan;nan;nan;nan;nan;nan;nan;101860.0;nan;nan;nan;278.55;nan;281.65;nan;nan;nan;nan;nan;6.7;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;7240.0;10986.0;nan;10986.0;18226.0;2013-02-01;18:00;Définitif;Définitif;nan
07015;20130102180000;102770.0;80.0;3.0;210.0;2.6;280.65;278.95;89.0;18000.0;60.0;6.0;2.0;100.0;8.0;1250.0;35.0;61.0;60.0;102190.0;nan;nan;nan;276.45;nan;281.15;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1105.0;3100.0;nan;8.0;6.0;1140.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;7240.0;10986.0;nan;10986.0;18226.0;2013-02-01;18:00;Définitif;Définitif;nan
07005;20130102210000;102820.0;40.0;2.0;200.0;3.6;280.85;280.45;97.0;3300.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;101900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;nan;0.0;nan;nan;0.6;1.0;nan;nan;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;6767.0;9925.0;nan;9925.0;16692.0;2013-02-01;21:00;Définitif;Définitif;nan
07015;20130102210000;102780.0;10.0;3.0;210.0;6.7;280.55;279.65;94.0;8000.0;50.0;6.0;5.0;100.0;8.0;250.0;35.0;61.0;60.0;102200.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.8;-10.0;nan;nan;0.0;-30.0;0.0;0.2;nan;nan;nan;710.0;1110.0;3100.0;nan;5.0;7.0;210.0;7.0;6.0;390.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;6767.0;9925.0;nan;9925.0;16692.0;2013-02-01;21:00;Définitif;Définitif;nan
07005;20130103000000;102920.0;110.0;3.0;240.0;5.7;283.05;282.75;98.0;2100.0;51.0;nan;nan;nan;nan;nan;nan;nan;nan;102010.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.8;-10.0;nan;0.0;nan;nan;0.0;0.2;1.0;nan;nan;710.0;1110.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;6541.0;8481.0;nan;8481.0;15022.0;2013-03-01;00:00;Définitif;Définitif;nan
07015;20130103000000;102820.0;40.0;3.0;210.0;5.1;280.85;280.45;97.0;3500.0;50.0;6.0;5.0;100.0;8.0;150.0;37.0;61.0;60.0;102240.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.3;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.2;nan;nan;710.0;1109.0;3100.0;nan;8.0;7.0;90.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;6541.0;8481.0;nan;8481.0;15022.0;2013-03-01;00:00;Définitif;Définitif;nan
07005;20130103030000;103020.0;100.0;3.0;270.0;6.2;283.55;283.25;98.0;6000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;102110.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.8;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1111.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;5856.0;8589.0;nan;8589.0;14445.0;2013-03-01;03:00;Définitif;Définitif;nan
07015;20130103030000;102900.0;80.0;1.0;230.0;3.1;281.55;281.25;98.0;5000.0;0.0;nan;nan;100.0;8.0;80.0;36.0;61.0;60.0;102320.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;8.0;7.0;60.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;5856.0;8589.0;nan;8589.0;14445.0;2013-03-01;03:00;Définitif;Définitif;nan
07005;20130103060000;103170.0;150.0;2.0;260.0;4.6;283.35;283.05;98.0;4000.0;10.0;2.0;2.0;100.0;8.0;150.0;36.0;61.0;60.0;102260.0;nan;nan;nan;280.55;nan;283.65;nan;280.15;nan;nan;nan;8.7;-10.0;2.0;0.0;nan;nan;0.0;0.0;nan;1.0;1.2;710.0;1109.0;nan;nan;8.0;7.0;150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;5924.0;11790.0;nan;11790.0;17714.0;2013-03-01;06:00;Définitif;Définitif;nan
07015;20130103060000;103040.0;140.0;3.0;240.0;3.1;283.25;282.95;98.0;7000.0;1.0;nan;nan;100.0;8.0;150.0;36.0;61.0;60.0;102460.0;nan;nan;nan;280.15;nan;283.25;nan;279.15;nan;nan;nan;5.7;-10.0;1.0;0.0;0.0;-60.0;0.0;0.0;nan;0.2;0.2;710.0;1106.0;3100.0;nan;8.0;7.0;150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;5924.0;11790.0;nan;11790.0;17714.0;2013-03-01;06:00;Définitif;Définitif;nan
07005;20130103090000;103390.0;220.0;1.0;260.0;6.2;283.25;282.95;98.0;2500.0;50.0;5.0;2.0;100.0;8.0;150.0;37.0;61.0;60.0;102480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.8;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1111.0;3100.0;nan;8.0;7.0;120.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;6884.0;11171.0;nan;11171.0;18055.0;2013-03-01;09:00;Définitif;Définitif;nan
07015;20130103090000;103230.0;190.0;2.0;260.0;5.7;283.25;282.75;97.0;7000.0;2.0;1.0;1.0;100.0;8.0;150.0;36.0;61.0;60.0;102650.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;8.0;7.0;120.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;6884.0;11171.0;nan;11171.0;18055.0;2013-03-01;09:00;Définitif;Définitif;nan
07005;20130103120000;103520.0;130.0;1.0;260.0;5.7;283.35;283.15;99.0;2000.0;50.0;5.0;2.0;100.0;8.0;80.0;37.0;61.0;60.0;102610.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.8;-10.0;nan;nan;0.0;-60.0;0.2;0.2;0.2;nan;nan;710.0;1110.0;3100.0;nan;8.0;7.0;90.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;7220.0;10646.0;nan;10646.0;17866.0;2013-03-01;12:00;Définitif;Définitif;nan
07015;20130103120000;103360.0;130.0;1.0;260.0;5.7;284.15;283.05;93.0;13000.0;2.0;1.0;1.0;100.0;8.0;150.0;36.0;61.0;60.0;102780.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.8;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1110.0;3100.0;nan;8.0;7.0;180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;7220.0;10646.0;nan;10646.0;17866.0;2013-03-01;12:00;Définitif;Définitif;nan
07005;20130103150000;103610.0;80.0;3.0;250.0;6.2;283.05;282.75;98.0;2000.0;50.0;5.0;2.0;100.0;8.0;80.0;37.0;61.0;60.0;102690.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.8;-10.0;nan;nan;0.0;-30.0;0.2;0.2;nan;nan;nan;710.0;1111.0;3100.0;nan;8.0;7.0;90.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;6931.0;10157.0;nan;10157.0;17088.0;2013-03-01;15:00;Définitif;Définitif;nan
07015;20130103150000;103470.0;110.0;3.0;270.0;5.7;283.95;282.75;92.0;15000.0;2.0;1.0;1.0;100.0;8.0;250.0;36.0;61.0;60.0;102890.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.3;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;8.0;7.0;210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;6931.0;10157.0;nan;10157.0;17088.0;2013-03-01;15:00;Définitif;Définitif;nan
07005;20130103180000;103730.0;120.0;1.0;260.0;5.7;282.85;282.75;99.0;2100.0;58.0;nan;nan;nan;nan;nan;nan;nan;nan;102810.0;nan;nan;nan;282.85;nan;283.55;nan;nan;nan;nan;nan;10.8;-10.0;nan;nan;nan;nan;0.0;0.2;nan;0.6;nan;710.0;1111.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;7286.0;10352.0;nan;10352.0;17638.0;2013-03-01;18:00;Définitif;Définitif;nan
