numer_sta;date;pmer;tend;cod_tend;dd;ff;t;vv;ww
07027;20130107120000;1511.0514285714307;-58.91571428571429;2.517142857142857;8.111428571428576;-0.4342857142857146;-3.0557142857143162;nan;nan
07037;20130107120000;1493.9085714285611;-46.05857142857143;1.3742857142857146;10.968571428571408;-0.5771428571428574;-2.569999999999993;nan;nan
07072;20130107120000;1498.1942857142858;-54.63;1.3742857142857146;-3.317142857142869;-0.862857142857143;-2.7842857142857156;nan;nan
07110;20130107120000;1508.1942857142858;-58.91571428571429;1.3742857142857146;2.3971428571428532;-1.5342857142857143;-3.1842857142857497;-3499.8199999999997;-9.448571428571428
07117;20130107120000;1515.3371428571409;-53.20142857142857;1.3742857142857146;0.9685714285714084;-1.6057142857142859;-2.769999999999982;-2785.534285714286;-9.305714285714284
07130;20130107120000;1528.1942857142858;-56.05857142857143;1.3742857142857146;-1.8885714285714243;-1.677142857142857;-2.769999999999982;-2785.534285714286;-9.305714285714284
07139;20130107120000;1521.0514285714307;-61.77285714285715;1.3742857142857146;-10.460000000000008;-1.762857142857143;-2.6414285714285484;-2356.9628571428566;-9.305714285714284
07149;20130107120000;1556.765714285706;-77.48714285714286;2.517142857142857;-10.460000000000008;-2.3485714285714288;-2.82714285714286;-2214.1057142857135;-9.59142857142857
07168;20130107120000;1575.3371428571409;-86.05857142857143;3.66;-16.17428571428573;-1.92;-3.0271428571428487;-2928.391428571429;-9.59142857142857
07181;20130107120000;1571.0514285714307;-86.05857142857143;3.66;-27.602857142857147;-2.1485714285714286;-3.084285714285727;-6928.391428571429;-9.305714285714284
07190;20130107120000;1575.3371428571409;-80.3442857142857;3.66;-50.46000000000001;-2.1485714285714286;-2.9700000000000273;-4956.962857142857;-10.734285714285715
07207;20130107120000;1572.479999999996;-81.77285714285713;3.66;-60.46000000000001;-2.005714285714286;-3.184285714285693;-5671.24857142857;-10.734285714285715
07222;20130107120000;1569.622857142851;-78.91571428571429;3.66;-73.31714285714287;-1.9342857142857146;-3.0414285714285825;-3528.391428571429;-12.162857142857142
07240;20130107120000;1579.622857142851;-73.20142857142856;3.66;-84.7457142857143;-1.6342857142857143;-3.241428571428571;-2099.8199999999997;-11.877142857142857
07255;20130107120000;1571.0514285714307;-64.63;3.66;-109.03142857142858;-1.4914285714285715;-3.498571428571438;-3242.677142857143;-10.448571428571428
07280;20130107120000;1575.3371428571409;-57.48714285714286;2.517142857142857;-126.17428571428573;-1.8485714285714288;-3.9699999999999704;nan;-9.305714285714284
07299;20130107120000;1569.622857142851;-56.05857142857143;2.517142857142857;-93.31714285714287;-1.7771428571428571;-4.298571428571449;nan;-3.162857142857142
07314;20130107120000;1565.3371428571409;-64.63;2.517142857142857;-71.88857142857144;-1.705714285714286;-4.569999999999993;nan;-2.8771428571428572
07335;20130107120000;nan;-68.91571428571429;2.517142857142857;-89.03142857142858;-2.1485714285714286;-5.255714285714305;nan;3.265714285714285
07434;20130107120000;nan;-71.77285714285713;2.517142857142857;-99.03142857142858;-2.291428571428572;-5.412857142857149;nan;3.5514285714285734
07460;20130107120000;nan;-66.05857142857143;2.517142857142857;-60.46000000000001;-2.7342857142857144;-5.284285714285716;nan;3.5514285714285734
07471;20130107120000;nan;-67.48714285714286;2.517142857142857;-56.174285714285716;-2.8771428571428572;-5.755714285714305;nan;8.551428571428573
07481;20130107120000;nan;-80.3442857142857;3.66;-26.17428571428573;-2.805714285714286;-6.255714285714305;nan;13.551428571428573
07510;20130107120000;nan;-84.63;3.66;-60.46000000000001;-1.62;-5.427142857142826;nan;7.4085714285714275
07535;20130107120000;nan;-81.77285714285713;3.66;-70.46000000000001;-1.62;-4.5414285714285825;nan;7.122857142857143
07558;20130107120000;nan;-77.48714285714286;3.66;-51.888571428571424;-1.4771428571428573;-4.21285714285716;nan;0.694285714285714
07577;20130107120000;nan;-74.63;3.66;-53.31714285714287;-1.6342857142857143;-4.498571428571438;nan;6.837142857142858
07591;20130107120000;nan;-87.48714285714286;3.66;-90.46000000000001;-1.6342857142857143;-4.855714285714271;nan;6.694285714285716
07607;20130107120000;nan;-93.20142857142856;3.66;-94.7457142857143;-1.5628571428571427;-4.684285714285693;nan;1.694285714285714
07621;20130107120000;nan;-81.77285714285713;3.66;-127.60285714285715;-1.7057142857142855;-2.9414285714285597;nan;-4.448571428571428
07627;20130107120000;nan;-63.20142857142857;2.517142857142857;-96.17428571428572;-2.8914285714285715;-2.5271428571428487;nan;-4.448571428571428
07630;20130107120000;1213.9085714285611;-46.05857142857143;1.3742857142857146;-104.7457142857143;-2.662857142857143;-2.1414285714285484;4800.18;-4.162857142857142
07643;20130107120000;1112.479999999996;-40.34428571428572;1.3742857142857146;-99.03142857142858;-2.662857142857143;-0.6414285714285484;7371.608571428573;-3.8771428571428572
07650;20130107120000;1016.765714285706;-28.915714285714284;0.23142857142857132;-56.174285714285716;-1.9914285714285715;2.158571428571406;10114.465714285714;-10.02
07661;20130107120000;921.0514285714307;-10.344285714285714;0.23142857142857132;-24.745714285714286;-1.8485714285714288;3.829999999999984;11543.037142857142;-9.877142857142857
07690;20130107120000;813.9085714285611;1.0842857142857145;0.23142857142857132;-24.745714285714286;-1.62;5.430000000000007;13900.18;-11.02
07747;20130107120000;629.622857142851;nan;nan;-16.17428571428573;-1.262857142857143;8.115714285714262;nan;nan
07761;20130107120000;461.05142857143073;nan;nan;-50.46000000000001;-0.8200000000000003;10.887142857142862;nan;nan
07790;20130107120000;318.1942857142858;nan;nan;-40.46000000000001;-0.30571428571428605;13.430000000000007;nan;nan
61968;20130107120000;181.05142857143073;nan;nan;-50.46000000000001;0.06571428571428584;15.70142857142855;nan;nan
61970;20130107120000;59.62285714285099;nan;nan;-83.31714285714287;0.06571428571428584;16.544285714285706;nan;nan
61972;20130107120000;56.76571428570605;nan;nan;-99.03142857142858;0.9514285714285711;16.85857142857145;nan;nan
61976;20130107120000;-100.37714285714901;nan;nan;-63.31714285714287;2.1228571428571428;15.915714285714273;nan;nan
61980;20130107120000;-114.66285714285914;nan;nan;-27.602857142857147;3.5942857142857143;12.501428571428562;nan;nan
61996;20130107120000;-110.37714285714901;nan;nan;-19.03142857142859;3.522857142857143;12.487142857142828;nan;nan
61997;20130107120000;-166.09142857143888;nan;nan;5.2542857142857144;3.5942857142857143;7.430000000000007;nan;nan
61998;20130107120000;-77.52000000000407;nan;nan;2.3971428571428532;3.7371428571428575;6.915714285714273;nan;nan
67005;20130107120000;-18.948571428569267;nan;nan;2.3971428571428532;4.165714285714286;6.615714285714262;nan;nan
71805;20130107120000;-74.66285714285914;nan;nan;-9.031428571428592;4.022857142857142;7.915714285714273;nan;nan
78897;20130107120000;-23.234285714293947;nan;nan;-29.03142857142859;2.6228571428571428;10.17285714285714;nan;nan
78922;20130107120000;38.1942857142858;nan;nan;-63.31714285714287;1.3085714285714287;13.115714285714262;nan;nan
78925;20130107120000;71.05142857143073;nan;nan;-67.60285714285715;1.0942857142857143;12.67285714285714;nan;nan
81401;20130107120000;156.76571428570605;nan;nan;-106.17428571428572;0.20857142857142819;17.17285714285714;nan;nan
81405;20130107120000;-291.8057142857142;nan;nan;-104.7457142857143;0.06571428571428584;13.187142857142874;nan;nan
81408;20130107120000;-143.23428571429395;nan;nan;-84.7457142857143;-0.8057142857142856;10.315714285714307;nan;nan
81415;20130107120000;12.479999999995925;nan;nan;-61.88857142857144;-1.1057142857142859;7.5442857142857065;nan;nan
89642;20130107120000;211.05142857143073;nan;nan;-53.31714285714287;-0.43428571428571416;5.329999999999984;nan;nan
07005;20130107150000;421.05142857143073;nan;nan;-43.31714285714287;-0.8057142857142856;2.015714285714296;nan;nan
07015;20130107150000;635.3371428571409;nan;nan;-17.602857142857147;-0.8057142857142856;-1.2557142857143049;nan;nan
07020;20130107150000;849.622857142851;-68.91571428571429;1.2314285714285713;-0.46000000000000796;-0.5771428571428574;-4.32714285714286;-2956.9628571428566;-10.162857142857142
07027;20130107150000;1408.1942857142858;-106.05857142857143;1.8028571428571434;13.82571428571427;-0.27714285714285714;-2.641428571428605;-4385.534285714286;-10.162857142857142
07037;20130107150000;1389.622857142851;-107.48714285714286;1.8028571428571434;8.111428571428576;-0.27714285714285714;-2.1128571428571377;nan;nan
07072;20130107150000;1399.622857142851;-101.77285714285713;1.9457142857142857;-9.031428571428592;-0.7200000000000002;-2.341428571428594;nan;nan
07110;20130107150000;1413.9085714285611;-97.48714285714286;1.8028571428571434;0.9685714285714084;-1.3914285714285715;-2.9557142857142935;nan;nan
07117;20130107150000;1413.9085714285611;-103.20142857142856;1.8028571428571434;0.9685714285714084;-1.62;-2.670000000000016;nan;nan
07130;20130107150000;1429.622857142851;-100.3442857142857;1.9457142857142857;-10.460000000000008;-1.7771428571428571;-2.7128571428571604;nan;nan
07139;20130107150000;1428.1942857142858;-91.77285714285713;1.517142857142857;-34.745714285714286;-2.1485714285714286;-2.3842857142857383;nan;nan
07149;20130107150000;1469.622857142851;-90.3442857142857;1.517142857142857;-31.888571428571424;-2.4485714285714284;-3.1271428571428714;nan;nan
07168;20130107150000;1488.1942857142858;-90.3442857142857;1.517142857142857;-36.17428571428573;-2.0914285714285716;-3.3842857142857383;-5756.962857142857;-9.305714285714284
07181;20130107150000;1482.479999999996;-91.77285714285713;1.3742857142857146;-0.46000000000000796;-2.162857142857143;-3.3557142857142708;-6042.677142857143;-9.02
07190;20130107150000;1478.1942857142858;-100.3442857142857;1.3742857142857146;-24.745714285714286;-2.0914285714285716;-3.241428571428571;-4585.534285714286;-10.448571428571428
07207;20130107150000;1478.1942857142858;-97.48714285714286;1.3742857142857146;-29.03142857142859;-2.005714285714286;-3.3985714285714153;-4585.534285714286;-10.448571428571428
07222;20130107150000;1478.1942857142858;-96.05857142857143;1.2314285714285713;-29.03142857142859;-1.92;-3.3985714285714153;-4156.962857142857;-10.734285714285715
07240;20130107150000;1489.622857142851;-96.05857142857143;1.6600000000000001;-11.888571428571424;-1.4771428571428573;-3.6842857142857497;-3156.9628571428566;-10.448571428571428
07255;20130107150000;1475.3371428571409;-98.91571428571429;1.6600000000000001;-41.888571428571424;-1.9914285714285715;-3.5557142857143162;nan;nan
07280;20130107150000;1475.3371428571409;-103.20142857142856;1.6600000000000001;-53.31714285714287;-2.5771428571428574;-4.012857142857172;nan;nan
07299;20130107150000;1465.3371428571409;-104.63;1.8028571428571434;-51.888571428571424;-2.505714285714286;-4.312857142857183;nan;nan
07314;20130107150000;1468.1942857142858;-96.05857142857143;1.9457142857142857;-51.888571428571424;-2.6485714285714286;-4.5414285714285825;nan;nan
07335;20130107150000;nan;-88.91571428571429;1.8028571428571434;-69.03142857142858;-2.9485714285714284;-5.098571428571461;nan;nan
07434;20130107150000;nan;-90.3442857142857;1.8028571428571434;-86.17428571428572;-2.9485714285714284;-5.069999999999993;nan;nan
07460;20130107150000;nan;-100.3442857142857;1.517142857142857;-103.31714285714287;-3.3914285714285715;-4.984285714285704;nan;nan
07471;20130107150000;nan;-93.20142857142856;1.517142857142857;-51.888571428571424;-3.2485714285714287;-5.355714285714271;nan;7.265714285714285
07481;20130107150000;nan;-77.48714285714286;1.3742857142857146;-23.31714285714287;-3.2485714285714287;-5.769999999999982;nan;13.408571428571427
07510;20130107150000;nan;-67.48714285714286;1.2314285714285713;-70.46000000000001;-2.22;-5.069999999999993;nan;7.265714285714285
07535;20130107150000;nan;-54.63;0.8028571428571434;-59.03142857142858;-2.1485714285714286;-4.084285714285727;nan;7.265714285714285
07558;20130107150000;nan;-56.05857142857143;0.9457142857142857;-7.602857142857147;-2.005714285714286;-3.912857142857149;nan;2.265714285714287
07577;20130107150000;nan;-56.05857142857143;0.8028571428571434;-9.031428571428592;-2.0914285714285716;-3.984285714285704;nan;3.4085714285714275
07591;20130107150000;nan;-51.77285714285715;0.6600000000000001;33.82571428571427;-1.7914285714285718;-3.8128571428571263;nan;3.265714285714285
07607;20130107150000;nan;-51.77285714285715;0.5171428571428569;32.39714285714285;-1.5628571428571432;-3.741428571428571;nan;-1.734285714285713
07621;20130107150000;nan;-48.91571428571429;0.5171428571428569;25.254285714285714;-1.5628571428571432;-2.0557142857142594;nan;-7.877142857142856
07627;20130107150000;nan;-51.77285714285715;0.6600000000000001;49.53999999999999;-2.662857142857143;-1.3414285714285938;nan;-7.877142857142856
07630;20130107150000;1151.0514285714307;-51.77285714285715;0.6600000000000001;43.82571428571427;-2.434285714285714;-1.1128571428571377;nan;nan
07643;20130107150000;1061.0514285714307;-40.34428571428572;0.23142857142857132;22.397142857142853;-2.362857142857143;0.35857142857145163;nan;nan
07650;20130107150000;991.0514285714307;-20.344285714285714;-0.05428571428571427;43.82571428571427;-2.2057142857142855;1.67285714285714;nan;nan
07661;20130107150000;922.4799999999959;-4.63;-0.33999999999999986;33.82571428571427;-2.291428571428572;2.829999999999984;nan;nan
07690;20130107150000;836.765714285706;15.370000000000001;-0.6257142857142854;-13.31714285714287;-2.362857142857143;4.187142857142874;nan;nan
07747;20130107150000;675.3371428571409;nan;nan;-37.60285714285715;-2.1342857142857143;6.444285714285741;nan;nan
07761;20130107150000;521.0514285714307;nan;nan;-16.17428571428573;-1.8342857142857145;8.515714285714296;nan;nan
07790;20130107150000;376.76571428570605;nan;nan;-11.888571428571424;-1.3914285714285715;10.915714285714273;nan;nan
61968;20130107150000;261.05142857143073;nan;nan;-27.602857142857147;-1.1628571428571428;12.758571428571429;nan;nan
61970;20130107150000;151.05142857143073;nan;nan;-36.17428571428573;-0.8771428571428572;14.715714285714284;nan;nan
61972;20130107150000;143.90857142856112;nan;nan;-47.60285714285715;-0.27714285714285714;14.515714285714296;nan;nan
61976;20130107150000;6.7657142857060535;nan;nan;-11.888571428571424;0.23714285714285754;13.687142857142874;nan;nan
61980;20130107150000;-38.94857142856927;nan;nan;28.111428571428576;1.9228571428571426;10.544285714285706;nan;nan
61996;20130107150000;-21.805714285714203;nan;nan;22.397142857142853;1.9942857142857147;10.744285714285695;nan;nan
61997;20130107150000;-74.66285714285914;nan;nan;45.254285714285714;2.508571428571429;5.615714285714262;nan;nan
61998;20130107150000;-3.2342857142939465;nan;nan;43.82571428571427;2.7942857142857145;5.772857142857163;nan;nan
67005;20130107150000;33.90857142856112;nan;nan;40.96857142857141;3.6085714285714285;5.815714285714307;nan;nan
71805;20130107150000;-20.37714285714901;nan;nan;29.539999999999992;4.0371428571428565;7.930000000000007;nan;nan
78897;20130107150000;-7.5200000000040745;nan;nan;-0.46000000000000796;3.7371428571428575;11.044285714285706;nan;nan
78922;20130107150000;63.90857142856112;nan;nan;-37.60285714285715;2.7800000000000002;14.272857142857163;nan;nan
78925;20130107150000;68.1942857142858;nan;nan;-76.17428571428572;2.8514285714285714;14.572857142857117;nan;nan
81401;20130107150000;141.05142857143073;nan;nan;-109.03142857142858;1.9657142857142853;19.987142857142885;nan;nan
81405;20130107150000;-296.0914285714389;nan;nan;-110.46000000000001;2.0514285714285716;15.629999999999995;nan;nan
81408;20130107150000;-146.09142857143888;nan;nan;-91.88857142857144;0.8799999999999999;12.515714285714296;nan;nan
81415;20130107150000;8.194285714285797;nan;nan;-64.7457142857143;0.008571428571428896;9.344285714285718;nan;nan
89642;20130107150000;211.05142857143073;nan;nan;-44.745714285714286;0.3085714285714287;6.53000000000003;nan;nan
07005;20130107180000;422.4799999999959;nan;nan;-31.888571428571424;-0.5771428571428574;3.0585714285714403;nan;nan
07015;20130107180000;645.3371428571409;nan;nan;-3.317142857142869;-0.862857142857143;-0.7414285714285711;nan;nan
07020;20130107180000;872.4799999999959;18.22714285714286;-1.4828571428571427;10.968571428571408;-1.0057142857142858;-4.470000000000027;nan;nan
07027;20130107180000;1412.479999999996;-0.3442857142857143;-0.7685714285714282;26.68285714285713;-1.3771428571428572;-2.7271428571428373;nan;nan
07037;20130107180000;1391.0514285714307;-4.63;-0.05428571428571427;20.96857142857141;-1.3057142857142856;-2.2842857142857156;nan;nan
07072;20130107180000;1401.0514285714307;-4.63;-0.05428571428571427;8.111428571428576;-1.462857142857143;-2.498571428571438;nan;nan
07110;20130107180000;1421.0514285714307;1.0842857142857145;-0.48285714285714265;-20.460000000000008;-2.277142857142857;-3.269999999999982;nan;nan
07117;20130107180000;1428.1942857142858;6.798571428571429;-0.48285714285714265;-16.17428571428573;-2.277142857142857;-3.084285714285727;nan;nan
07130;20130107180000;1439.622857142851;3.9414285714285713;0.23142857142857132;-27.602857142857147;-2.1342857142857143;-3.0271428571428487;nan;nan
07139;20130107180000;1436.765714285706;-6.058571428571429;0.8028571428571434;-33.31714285714287;-2.362857142857143;-3.32714285714286;nan;nan
07149;20130107180000;1486.765714285706;2.5128571428571433;-0.19714285714285662;-36.17428571428573;-2.362857142857143;-4.084285714285727;nan;nan
07168;20130107180000;1509.622857142851;8.227142857142859;-0.7685714285714282;-39.03142857142859;-2.0771428571428574;-4.141428571428605;-3071.2485714285704;-9.59142857142857
07181;20130107180000;1508.1942857142858;12.512857142857143;-1.0542857142857143;-57.60285714285715;-2.0771428571428574;-4.170000000000016;-3499.8199999999997;-9.305714285714284
07190;20130107180000;1509.622857142851;18.22714285714286;-0.9114285714285715;-50.46000000000001;-1.9342857142857146;-4.069999999999993;-5714.1057142857135;-7.877142857142856
07207;20130107180000;1505.3371428571409;13.941428571428574;-0.9114285714285715;-60.46000000000001;-1.705714285714286;-4.21285714285716;-6428.391428571429;-8.162857142857142
07222;20130107180000;1503.9085714285611;11.084285714285713;-0.7685714285714282;-67.60285714285715;-1.9342857142857146;-4.312857142857126;-6428.391428571429;-8.162857142857142
07240;20130107180000;1513.9085714285611;15.370000000000001;-0.6257142857142854;-69.03142857142858;-1.3485714285714288;-4.241428571428571;-5128.391428571429;-9.305714285714284
07255;20130107180000;1499.622857142851;15.370000000000001;-0.7685714285714282;-93.31714285714287;-1.7914285714285718;-4.055714285714316;-4028.391428571429;-10.448571428571428
07280;20130107180000;1505.3371428571409;21.084285714285716;-0.7685714285714282;-114.7457142857143;-2.4485714285714284;-4.641428571428548;-4171.24857142857;-10.734285714285715
07299;20130107180000;1495.3371428571409;18.22714285714286;-0.7685714285714282;-74.7457142857143;-2.4485714285714284;-4.94142857142856;-5156.962857142857;-4.591428571428571
07314;20130107180000;1498.1942857142858;16.798571428571428;-0.9114285714285715;-73.31714285714287;-2.5200000000000005;-5.198571428571427;-4799.82;-5.734285714285714
07335;20130107180000;nan;21.084285714285716;-0.9114285714285715;-90.46000000000001;-2.962857142857143;-6.155714285714282;-7642.677142857143;1.265714285714287
07434;20130107180000;nan;28.227142857142855;-1.4828571428571427;-96.17428571428572;-2.962857142857143;-6.112857142857138;-7928.391428571428;1.5514285714285716
07460;20130107180000;nan;39.65571428571428;-2.0542857142857143;-80.46000000000001;-3.4771428571428573;-5.784285714285716;nan;2.694285714285714
07471;20130107180000;nan;35.37;-1.6257142857142854;-43.31714285714287;-3.4057142857142857;-6.112857142857138;nan;nan
07481;20130107180000;nan;35.37;-1.6257142857142854;-43.31714285714287;-3.4057142857142857;-6.670000000000016;nan;nan
07510;20130107180000;nan;43.94142857142857;-1.6257142857142854;-83.31714285714287;-2.662857142857143;-6.127142857142871;nan;nan
07535;20130107180000;nan;45.37;-1.6257142857142854;-86.17428571428572;-2.1485714285714286;-5.727142857142837;nan;nan
07558;20130107180000;nan;45.37;-1.7685714285714282;-54.7457142857143;-2.005714285714286;-5.112857142857138;nan;nan
07577;20130107180000;nan;51.08428571428571;-1.6257142857142854;-20.460000000000008;-1.92;-5.412857142857149;nan;nan
07591;20130107180000;nan;58.22714285714285;-1.7685714285714282;-9.031428571428592;-1.8485714285714288;-5.970000000000027;nan;nan
07607;20130107180000;nan;63.94142857142857;-1.7685714285714282;5.2542857142857144;-1.705714285714286;-5.984285714285704;nan;nan
07621;20130107180000;nan;69.6557142857143;-1.7685714285714282;48.111428571428576;-1.6342857142857143;-5.0414285714285825;nan;nan
07627;20130107180000;nan;69.6557142857143;-1.7685714285714282;68.11142857142858;-2.291428571428572;-4.9557142857142935;nan;nan
07630;20130107180000;1251.0514285714307;71.08428571428571;-1.6257142857142854;98.11142857142855;-2.291428571428572;-4.241428571428571;nan;nan
07643;20130107180000;1161.0514285714307;69.6557142857143;-1.4828571428571427;112.39714285714282;-2.062857142857143;-3.3557142857142708;nan;nan
07650;20130107180000;1095.3371428571409;76.79857142857144;-1.4828571428571427;98.11142857142855;-2.1485714285714286;-2.3985714285714153;nan;nan
07661;20130107180000;1013.9085714285611;79.6557142857143;-1.3399999999999999;56.68285714285713;-1.92;-1.3414285714285938;500.1800000000003;-9.877142857142857
07690;20130107180000;933.9085714285611;86.79857142857144;-1.3399999999999999;5.2542857142857144;-2.1342857142857143;-0.06999999999999318;2471.6085714285728;-11.02
07747;20130107180000;791.0514285714307;nan;nan;-33.31714285714287;-2.1342857142857143;2.815714285714307;nan;nan
07761;20130107180000;641.0514285714307;nan;nan;-51.888571428571424;-1.92;5.801428571428573;nan;nan
07790;20130107180000;515.3371428571409;nan;nan;-64.7457142857143;-1.62;8.230000000000018;nan;nan
61968;20130107180000;412.4799999999959;nan;nan;-96.17428571428572;-1.4771428571428573;10.67285714285714;nan;nan
61970;20130107180000;301.05142857143073;nan;nan;-110.46000000000001;-1.1057142857142859;13.072857142857117;nan;nan
61972;20130107180000;282.4799999999959;nan;nan;-94.7457142857143;-0.7342857142857144;13.601428571428585;nan;nan
61976;20130107180000;172.47999999999593;nan;nan;-77.60285714285715;-0.43428571428571416;12.687142857142817;nan;nan
61980;20130107180000;101.05142857143073;nan;nan;-37.60285714285715;0.9657142857142853;9.829999999999984;nan;nan
61996;20130107180000;109.62285714285099;nan;nan;-33.31714285714287;0.5942857142857143;9.544285714285706;nan;nan
61997;20130107180000;21.051428571430733;nan;nan;-13.31714285714287;1.3942857142857141;4.572857142857117;nan;nan
61998;20130107180000;32.479999999995925;nan;nan;-17.602857142857147;1.9800000000000004;4.772857142857106;nan;nan
67005;20130107180000;22.479999999995925;nan;nan;-24.745714285714286;2.8657142857142857;4.801428571428573;nan;nan
71805;20130107180000;-70.37714285714901;nan;nan;-37.60285714285715;3.2942857142857145;6.987142857142828;nan;nan
78897;20130107180000;-133.23428571429395;nan;nan;-44.745714285714286;3.6514285714285712;10.572857142857117;nan;nan
78922;20130107180000;-98.94857142856927;nan;nan;-79.03142857142858;2.9942857142857147;13.887142857142862;nan;nan
78925;20130107180000;-133.23428571429395;nan;nan;-86.17428571428572;3.437142857142857;14.544285714285706;nan;nan
81401;20130107180000;-98.94857142856927;nan;nan;-119.03142857142858;2.194285714285714;20.187142857142874;nan;nan
81405;20130107180000;-473.23428571429395;nan;nan;-114.7457142857143;2.194285714285714;15.801428571428573;nan;nan
81408;20130107180000;-294.66285714285914;nan;nan;-97.60285714285715;0.9371428571428568;12.801428571428573;nan;nan
81415;20130107180000;-110.37714285714901;nan;nan;-70.46000000000001;0.20857142857142819;9.601428571428585;nan;nan
89642;20130107180000;125.33714285714086;nan;nan;-51.888571428571424;0.36571428571428566;6.515714285714296;nan;nan
07005;20130107210000;365.33714285714086;nan;nan;-34.745714285714286;-0.0771428571428574;3.0442857142857065;nan;nan
07015;20130107210000;619.622857142851;nan;nan;-14.745714285714286;-0.29142857142857137;-0.6557142857142821;nan;nan
07020;20130107210000;889.622857142851;11.084285714285713;0.9457142857142857;0.9685714285714084;-0.52;-4.670000000000016;nan;nan
07027;20130107210000;1409.622857142851;-8.915714285714285;1.088571428571429;13.82571428571427;-0.8914285714285715;-2.927142857142883;nan;nan
07037;20130107210000;1388.1942857142858;-7.487142857142857;1.088571428571429;10.968571428571408;-0.6628571428571428;-2.4557142857142935;nan;nan
07072;20130107210000;1399.622857142851;-6.058571428571429;-0.05428571428571427;-3.317142857142869;-0.9628571428571431;-2.569999999999993;nan;nan
07110;20130107210000;1425.3371428571409;-0.3442857142857143;-0.48285714285714265;-20.460000000000008;-1.6342857142857143;-3.2985714285714494;nan;nan
07117;20130107210000;1435.3371428571409;2.5128571428571433;-1.0542857142857143;-21.888571428571424;-1.705714285714286;-3.3985714285714153;nan;nan
07130;20130107210000;1446.765714285706;2.5128571428571433;-1.0542857142857143;-46.17428571428573;-2.0771428571428574;-3.3128571428571263;nan;nan
07139;20130107210000;1449.622857142851;8.227142857142859;-2.0542857142857143;-40.46000000000001;-2.0771428571428574;-3.5557142857143162;nan;nan
07149;20130107210000;1489.622857142851;-1.7728571428571427;-1.4828571428571427;-43.31714285714287;-2.662857142857143;-4.312857142857126;nan;nan
07168;20130107210000;1515.3371428571409;1.0842857142857145;-2.6257142857142854;-41.888571428571424;-2.3771428571428572;-4.312857142857126;nan;nan
07181;20130107210000;1518.1942857142858;5.37;-2.4828571428571427;-51.888571428571424;-2.22;-4.32714285714286;nan;nan
07190;20130107210000;1516.765714285706;2.5128571428571433;-2.7685714285714287;-50.46000000000001;-2.1485714285714286;-4.270000000000039;nan;nan
07207;20130107210000;1521.0514285714307;9.655714285714286;-3.0542857142857143;-61.88857142857144;-2.005714285714286;-4.32714285714286;nan;nan
07222;20130107210000;1521.0514285714307;11.084285714285713;-2.911428571428571;-59.03142857142858;-1.862857142857143;-4.4557142857142935;nan;nan
07240;20130107210000;1513.9085714285611;-4.63;-2.197142857142857;-76.17428571428572;-1.5628571428571432;-4.298571428571449;nan;nan
07255;20130107210000;1518.1942857142858;13.941428571428574;-2.911428571428571;-54.7457142857143;-1.6342857142857143;-4.127142857142871;nan;nan
07280;20130107210000;1528.1942857142858;18.22714285714286;-2.4828571428571427;-71.88857142857144;-2.1485714285714286;-4.727142857142894;-6499.82;-3.4485714285714284
07299;20130107210000;1526.765714285706;25.37;-2.4828571428571427;-31.888571428571424;-2.4485714285714284;-5.127142857142871;-7628.391428571429;2.694285714285714
07314;20130107210000;1532.479999999996;25.37;-2.0542857142857143;-20.460000000000008;-2.4485714285714284;-5.470000000000027;-6556.962857142857;-4.305714285714286
07335;20130107210000;nan;23.941428571428574;-1.9114285714285715;-34.745714285714286;-2.8914285714285715;-6.627142857142871;-7835.534285714286;2.694285714285714
07434;20130107210000;nan;22.512857142857143;-2.0542857142857143;8.111428571428576;-2.7342857142857144;-6.612857142857138;-8549.82;2.9800000000000004
07460;20130107210000;nan;43.94142857142857;-2.6257142857142854;25.254285714285714;-3.177142857142857;-6.470000000000027;nan;4.122857142857143
07471;20130107210000;nan;45.37;-2.6257142857142854;-20.460000000000008;-3.2485714285714287;-6.798571428571449;nan;nan
07481;20130107210000;nan;48.22714285714285;-2.6257142857142854;-27.602857142857147;-3.462857142857143;-7.527142857142849;nan;nan
07510;20130107210000;nan;39.65571428571428;-2.4828571428571427;-73.31714285714287;-2.505714285714286;-7.055714285714316;nan;nan
07535;20130107210000;nan;46.79857142857143;-2.4828571428571427;-49.03142857142859;-2.5771428571428574;-6.970000000000027;nan;nan
07558;20130107210000;nan;48.22714285714285;-2.6257142857142854;-13.31714285714287;-2.434285714285714;-5.9557142857142935;nan;nan
07577;20130107210000;nan;59.65571428571429;-2.4828571428571427;-26.17428571428573;-2.52;-6.269999999999982;nan;nan
07591;20130107210000;nan;61.084285714285706;-2.4828571428571427;-27.602857142857147;-2.52;-6.812857142857126;nan;nan
07607;20130107210000;nan;61.084285714285706;-2.34;23.82571428571427;-2.3771428571428572;-6.841428571428594;nan;nan
07621;20130107210000;nan;66.79857142857144;-2.6257142857142854;25.254285714285714;-2.162857142857143;-6.0414285714285825;nan;nan
07627;20130107210000;nan;79.6557142857143;-2.7685714285714287;19.539999999999992;-3.1914285714285713;-6.112857142857138;nan;nan
07630;20130107210000;1341.0514285714307;81.08428571428571;-3.0542857142857143;12.397142857142853;-2.9628571428571426;-5.084285714285727;nan;nan
07643;20130107210000;1256.765714285706;86.79857142857144;-2.7685714285714287;22.397142857142853;-2.5200000000000005;-4.484285714285704;nan;nan
